Name,ID,League,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Shooting,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Whole team average age,href,country,game
Trabzonspor,436,Süper Lig,73,74,70,68,17500000.0,0.0,Fast,Little,Mixed,Free form,Normal,Normal,Press,Medium,Normal,Cover,16,10,25,25.82,25.6,https://sofifa.com/team/436/trabzonspor/,Turkey,FIFA11
Racing Santander,456,La Liga,73,65,68,68,8000000.0,0.0,Balanced,Little,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,13,10,35,27.45,23.74,https://sofifa.com/team/456/racing-santander/,Spain,FIFA11
Botafogo,517,Série A,72,71,69,69,600000.0,0.0,Balanced,Little,Long,Organised,Lots,Lots,Press,Medium,Narrow,Cover,15,5,29,25.36,23.41,https://sofifa.com/team/517/botafogo/,Brazil,FIFA11
AEK Athens,278,Super League,72,65,72,68,5000000.0,0.0,Balanced,Little,Long,Organised,Normal,Normal,Contain,Medium,Normal,Cover,19,12,30,27.91,25.33,https://sofifa.com/team/278/aek-athens/,Greece,FIFA11
AS Saint-Étienne,1819,Ligue 1,72,72,68,68,10800000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,17,12,27,26.18,24.04,https://sofifa.com/team/1819/as-saint-etienne/,France,FIFA11
Catania,110364,Serie A,72,73,71,71,5000000.0,0.0,Balanced,Little,Mixed,Free form,Normal,Normal,Press,Medium,Normal,Offside trap,11,10,29,25.91,25.34,https://sofifa.com/team/110364/catania/,Italy,FIFA11
FC København,819,Superliga,72,67,70,70,8000000.0,0.0,Balanced,Little,Mixed,Organised,Lots,Lots,Press,Medium,Normal,Cover,20,10,27,25.91,23.7,https://sofifa.com/team/819/fc-kobenhavn/,Denmark,FIFA11
Levante UD,1853,La Liga,72,70,65,68,900000.0,0.0,Fast,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,7,35,28.82,25.31,https://sofifa.com/team/1853/levante-ud/,Spain,FIFA11
Montpellier HSC,70,Ligue 1,72,70,67,66,8000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,7,29,26.73,24.31,https://sofifa.com/team/70/montpellier-hsc/,France,FIFA11
OGC Nice,72,Ligue 1,72,70,68,66,3000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,11,6,32,24.91,24.47,https://sofifa.com/team/72/ogc-nice/,France,FIFA11
Stade Rennais FC,74,Ligue 1,72,69,70,69,6500000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,12,8,29,25.09,22.79,https://sofifa.com/team/74/stade-rennais-fc/,France,FIFA11
River Plate,1876,Liga Profesional de Fútbol,72,70,69,67,1500000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,20,12,30,25.18,22.83,https://sofifa.com/team/1876/river-plate/,Argentina,FIFA11
Boca Juniors,1877,Liga Profesional de Fútbol,72,66,69,68,3500000.0,0.0,Balanced,Little,Mixed,Free form,Normal,Normal,Press,Medium,Normal,Cover,20,13,30,27.91,24.13,https://sofifa.com/team/1877/boca-juniors/,Argentina,FIFA11
1. FSV Mainz 05,169,Bundesliga,72,72,70,70,2500000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,8,27,25.36,25.78,https://sofifa.com/team/169/1-fsv-mainz-05/,Germany,FIFA11
AC ChievoVerona,192,Serie A,72,73,70,72,4000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Double,Medium,Normal,Cover,11,9,26,27.27,27.23,https://sofifa.com/team/192/ac-chievoverona/,Italy,FIFA11
Real Sociedad,457,La Liga,72,68,67,70,3000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,16,11,35,25.91,23.66,https://sofifa.com/team/457/real-sociedad/,Spain,FIFA11
RSC Anderlecht,229,Pro League,72,70,67,70,3000000.0,0.0,Balanced,Little,Mixed,Free form,Normal,Normal,Press,High,Wide,Offside trap,20,13,26,23.64,22.77,https://sofifa.com/team/229/rsc-anderlecht/,Belgium,FIFA11
Hannover 96,485,Bundesliga,72,73,68,68,4000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,11,10,29,25.27,24.83,https://sofifa.com/team/485/hannover-96/,Germany,FIFA11
Rosenborg BK,298,Eliteserien,71,67,65,63,5000000.0,0.0,Balanced,Little,Mixed,Free form,Normal,Normal,Press,Medium,Normal,Cover,20,13,28,24.82,22.36,https://sofifa.com/team/298/rosenborg-bk/,Norway,FIFA11
Vasco da Gama,569,Série A,71,71,69,68,900000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Lots,Press,Medium,Normal,Cover,16,8,30,24.82,23.87,https://sofifa.com/team/569/vasco-da-gama/,Brazil,FIFA11
Club América,1879,Liga MX,71,65,65,67,9100000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Lots,Press,Medium,Normal,Cover,20,11,31,28.0,24.19,https://sofifa.com/team/1879/club-america/,Mexico,FIFA11
Alkmaar Zaanstreek,1906,Eredivisie,71,67,67,67,6500000.0,0.0,Balanced,Little,Short,Organised,Lots,Normal,Press,Medium,Normal,Cover,16,9,30,23.45,22.33,https://sofifa.com/team/1906/alkmaar-zaanstreek/,Netherlands,FIFA11
VfL Bochum 1848,160,2. Bundesliga,71,66,68,65,3000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,8,26,25.18,24.81,https://sofifa.com/team/160/vfl-bochum-1848/,Germany,FIFA11
1. FC Nürnberg,171,Bundesliga,71,70,69,68,2000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,12,10,29,24.73,23.62,https://sofifa.com/team/171/1-fc-nurnberg/,Germany,FIFA11
Vitória,1719,Série A,71,68,66,66,700000.0,0.0,Fast,Little,Mixed,Organised,Lots,Normal,Press,Medium,Wide,Cover,12,3,30,24.82,23.1,https://sofifa.com/team/1719/vitoria/,Brazil,FIFA11
Real Betis Balompié,449,La Liga 2,71,69,69,66,10000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Lots,Press,Medium,Normal,Cover,14,12,30,26.55,25.23,https://sofifa.com/team/449/real-betis-balompie/,Spain,FIFA11
FC Lorient,217,Ligue 1,71,68,64,67,3500000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,5,31,25.18,23.97,https://sofifa.com/team/217/fc-lorient/,France,FIFA11
Bursaspor,742,Süper Lig,71,66,67,68,5500000.0,0.0,Balanced,Little,Mixed,Organised,Lots,Normal,Contain,Medium,Normal,Cover,13,5,30,27.55,25.37,https://sofifa.com/team/742/bursaspor/,Turkey,FIFA11
CD Tenerife,260,La Liga 2,70,65,66,65,1000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Wide,Cover,11,8,30,27.36,25.2,https://sofifa.com/team/260/cd-tenerife/,Spain,FIFA11
Atlético Morelia,1028,Liga MX,70,64,65,64,3000000.0,0.0,Fast,Little,Mixed,Organised,Normal,Lots,Press,Medium,Normal,Cover,10,7,34,26.27,23.91,https://sofifa.com/team/1028/atletico-morelia/,Mexico,FIFA11
Burnley,1796,Championship,70,62,63,67,7000000.0,0.0,Balanced,Little,Mixed,Organised,Lots,Normal,Press,Deep,Normal,Cover,10,6,30,25.09,24.5,https://sofifa.com/team/1796/burnley/,Britain,FIFA11
Monterrey,1032,Liga MX,70,66,67,64,6000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,12,7,30,25.91,24.07,https://sofifa.com/team/1032/monterrey/,Mexico,FIFA11
Middlesbrough,12,Championship,70,64,66,64,7000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,12,10,30,24.27,23.53,https://sofifa.com/team/12/middlesbrough/,Britain,FIFA11
SC Freiburg,25,Bundesliga,70,70,67,70,1500000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,7,30,25.73,24.2,https://sofifa.com/team/25/sc-freiburg/,Germany,FIFA11
1. FC Kaiserslautern,29,Bundesliga,70,69,68,68,5000000.0,0.0,Balanced,Little,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,12,9,33,23.64,24.06,https://sofifa.com/team/29/1-fc-kaiserslautern/,Germany,FIFA11
Atalanta,39,Serie B,70,68,68,66,3000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,11,8,29,27.09,26.72,https://sofifa.com/team/39/atalanta/,Italy,FIFA11
Siena,1838,Serie B,70,70,67,66,3500000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Offside trap,10,7,29,28.27,26.0,https://sofifa.com/team/1838/siena/,Italy,FIFA11
RC Lens,64,Ligue 1,70,65,65,63,4000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,14,10,32,29.0,24.03,https://sofifa.com/team/64/rc-lens/,France,FIFA11
Santos Laguna,110144,Liga MX,70,63,65,66,4000000.0,0.0,Fast,Little,Long,Organised,Normal,Normal,Press,Medium,Wide,Cover,13,7,30,27.09,24.37,https://sofifa.com/team/110144/santos-laguna/,Mexico,FIFA11
Cesena FC,110915,Serie A,70,69,68,68,3000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,6,29,27.91,26.28,https://sofifa.com/team/110915/cesena-fc/,Italy,FIFA11
Cruz Azul,1878,Liga MX,70,69,63,65,6000000.0,0.0,Fast,Little,Long,Organised,Lots,Normal,Press,Medium,Normal,Cover,17,9,33,26.0,23.58,https://sofifa.com/team/1878/cruz-azul/,Mexico,FIFA11
Lecce,347,Serie A,70,69,69,67,4000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Deep,Normal,Cover,10,8,26,27.18,25.77,https://sofifa.com/team/347/lecce/,Italy,FIFA11
Vitória SC,1887,Primeira Liga,70,67,68,68,500000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Offside trap,14,7,29,27.55,24.93,https://sofifa.com/team/1887/vitoria-sc/,Portugal,FIFA11
CD Nacional,1891,Primeira Liga,70,68,68,67,700000.0,0.0,Balanced,Little,Short,Organised,Normal,Normal,Press,Medium,Normal,Cover,12,6,29,24.64,24.24,https://sofifa.com/team/1891/cd-nacional/,Portugal,FIFA11
FC Utrecht,1903,Eredivisie,70,66,67,69,8000000.0,0.0,Balanced,Little,Mixed,Organised,Lots,Lots,Press,Medium,Normal,Offside trap,16,8,28,24.27,23.18,https://sofifa.com/team/1903/fc-utrecht/,Netherlands,FIFA11
Valenciennes FC,110456,Ligue 1,70,66,64,67,3000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,7,4,34,26.64,23.47,https://sofifa.com/team/110456/valenciennes-fc/,France,FIFA11
FC Basel 1893,896,Super League,70,69,67,65,3500000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,20,10,25,25.27,23.28,https://sofifa.com/team/896/fc-basel-1893/,Switzerland,FIFA11
Hull City,1952,Championship,70,68,66,65,7000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Wide,Cover,11,7,28,25.09,24.32,https://sofifa.com/team/1952/hull-city/,Britain,FIFA11
Hertha BSC,166,2. Bundesliga,70,70,65,69,4000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,13,11,28,26.09,24.46,https://sofifa.com/team/166/hertha-bsc/,Germany,FIFA11
Cardiff City,1961,Championship,70,70,68,66,7000000.0,0.0,Fast,Little,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,10,7,26,26.64,25.0,https://sofifa.com/team/1961/cardiff-city/,Britain,FIFA11
Bologna,189,Serie A,70,69,70,69,6000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Deep,Normal,Cover,13,9,31,25.73,24.61,https://sofifa.com/team/189/bologna/,Italy,FIFA11
FC Red Bull Salzburg,191,Bundesliga,70,66,67,66,7500000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,20,11,26,26.45,24.81,https://sofifa.com/team/191/fc-red-bull-salzburg/,Austria,FIFA11
Real Valladolid CF,462,La Liga 2,70,65,67,67,3000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,13,7,30,28.0,25.0,https://sofifa.com/team/462/real-valladolid-cf/,Spain,FIFA11
Stade Malherbe Caen,210,Ligue 1,70,69,67,68,3100000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,5,26,27.55,24.65,https://sofifa.com/team/210/stade-malherbe-caen/,France,FIFA11
Club Brugge KV,231,Pro League,70,67,66,66,2300000.0,0.0,Fast,Little,Mixed,Free form,Normal,Normal,Press,Medium,Normal,Cover,18,13,25,26.09,24.12,https://sofifa.com/team/231/club-brugge-kv/,Belgium,FIFA11
Standard de Liège,232,Pro League,70,69,66,66,2500000.0,0.0,Fast,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,18,12,30,22.36,22.43,https://sofifa.com/team/232/standard-de-liege/,Belgium,FIFA11
Feyenoord,246,Eredivisie,70,67,67,67,500000.0,0.0,Balanced,Little,Mixed,Free form,Little,Little,Press,Medium,Normal,Cover,17,10,30,22.36,23.2,https://sofifa.com/team/246/feyenoord/,Netherlands,FIFA11
FC St. Pauli,110329,Bundesliga,70,69,69,68,1500000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,6,28,25.36,25.71,https://sofifa.com/team/110329/fc-st-pauli/,Germany,FIFA11
Sparta Praha,267,První liga,69,65,64,70,5500000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Lots,Press,Medium,Normal,Cover,20,10,25,27.55,25.64,https://sofifa.com/team/267/sparta-praha/,Czechia,FIFA11
Nottingham Forest,14,Championship,69,66,64,65,5000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,6,29,24.73,24.07,https://sofifa.com/team/14/nottingham-forest/,Britain,FIFA11
Queens Park Rangers,15,Championship,69,67,67,66,9600000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,12,9,30,27.36,26.8,https://sofifa.com/team/15/queens-park-rangers/,Britain,FIFA11
Club Athletico Paranaense,1039,Série A,69,70,70,69,800000.0,0.0,Balanced,Little,Long,Organised,Lots,Normal,Press,Deep,Wide,Cover,13,4,30,26.0,23.9,https://sofifa.com/team/1039/club-athletico-paranaense/,Brazil,FIFA11
Spartak Nalchik,110103,Premier League,69,59,60,62,2000000.0,0.0,Slow,Little,Long,Organised,Normal,Normal,Press,Deep,Normal,Cover,11,6,30,24.36,22.6,https://sofifa.com/team/110103/spartak-nalchik/,Russia,FIFA11
AS Nancy Lorraine,1823,Ligue 1,69,71,66,67,4000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,6,28,27.27,25.18,https://sofifa.com/team/1823/as-nancy-lorraine/,France,FIFA11
FC Augsburg,100409,2. Bundesliga,69,68,64,67,2500000.0,0.0,Fast,Little,Mixed,Organised,Normal,Lots,Press,Medium,Normal,Cover,8,4,30,26.36,24.53,https://sofifa.com/team/100409/fc-augsburg/,Germany,FIFA11
Pachuca,110147,Liga MX,69,66,63,63,2300000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Lots,Press,Medium,Wide,Cover,16,10,30,27.36,22.67,https://sofifa.com/team/110147/pachuca/,Mexico,FIFA11
Guadalajara,1880,Liga MX,69,65,66,64,4000000.0,0.0,Fast,Little,Mixed,Organised,Normal,Normal,Press,Medium,Wide,Cover,20,9,30,23.64,21.7,https://sofifa.com/team/1880/guadalajara/,Mexico,FIFA11
Toluca,1882,Liga MX,69,63,63,66,1500000.0,0.0,Balanced,Little,Mixed,Organised,Lots,Lots,Press,Medium,Normal,Cover,15,8,30,26.55,23.3,https://sofifa.com/team/1882/toluca/,Mexico,FIFA11
Marítimo,1893,Primeira Liga,69,67,66,67,700000.0,0.0,Slow,Little,Short,Organised,Normal,Normal,Press,Medium,Normal,Offside trap,13,6,30,24.73,24.77,https://sofifa.com/team/1893/maritimo/,Portugal,FIFA11
Avaí FC,111976,Série A,69,66,67,66,250000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Lots,Press,Medium,Normal,Cover,5,1,30,25.73,24.5,https://sofifa.com/team/111976/avai-fc/,Brazil,FIFA11
AC Arlésien,111989,Ligue 1,69,66,65,66,1800000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Deep,Normal,Cover,5,2,25,27.0,26.44,https://sofifa.com/team/111989/ac-arlesien/,France,FIFA11
SC Heerenveen,1913,Eredivisie,69,67,70,66,8500000.0,0.0,Balanced,Little,Mixed,Free form,Lots,Normal,Press,Medium,Normal,Cover,16,9,24,24.91,23.0,https://sofifa.com/team/1913/sc-heerenveen/,Netherlands,FIFA11
FC Groningen,1915,Eredivisie,69,71,67,66,1000000.0,0.0,Balanced,Little,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,15,8,25,23.91,23.28,https://sofifa.com/team/1915/fc-groningen/,Netherlands,FIFA11
Bristol City,1919,Championship,69,65,62,64,4000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,7,6,30,26.27,24.1,https://sofifa.com/team/1919/bristol-city/,Britain,FIFA11
Blackpool FC,1926,Premier League,69,69,68,69,6000000.0,0.0,Fast,Little,Short,Organised,Little,Normal,Press,Medium,Normal,Cover,10,7,35,26.18,25.46,https://sofifa.com/team/1926/blackpool-fc/,Britain,FIFA11
KAA Gent,674,Pro League,69,69,64,67,2500000.0,0.0,Balanced,Little,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,16,9,29,25.64,24.34,https://sofifa.com/team/674/kaa-gent/,Belgium,FIFA11
Tigres UANL,1970,Liga MX,69,66,67,64,10000000.0,0.0,Fast,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,12,7,30,25.27,23.87,https://sofifa.com/team/1970/tigres-uanl/,Mexico,FIFA11
Dundee United FC,181,Premiership,69,64,58,64,3000000.0,0.0,Fast,Little,Mixed,Organised,Normal,Lots,Press,Medium,Normal,Cover,13,7,27,23.55,23.33,https://sofifa.com/team/181/dundee-united-fc/,Scotland,FIFA11
Brescia,190,Serie A,69,72,68,67,4000000.0,0.0,Slow,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,8,27,28.18,26.52,https://sofifa.com/team/190/brescia/,Italy,FIFA11
Goiás,111042,Série A,69,66,66,69,400000.0,0.0,Balanced,Little,Mixed,Organised,Lots,Normal,Press,Medium,Wide,Cover,10,3,25,25.82,23.48,https://sofifa.com/team/111042/goias/,Brazil,FIFA11
Ceará Sporting Club,111059,Série A,69,69,68,67,200000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Deep,Narrow,Cover,8,2,30,30.45,27.2,https://sofifa.com/team/111059/ceara-sporting-club/,Brazil,FIFA11
FC Sochaux-Montbéliard,226,Ligue 1,69,65,66,66,4000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,11,7,27,25.45,23.04,https://sofifa.com/team/226/fc-sochaux-montbeliard/,France,FIFA11
Portsmouth,1790,Championship,69,65,63,65,1000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,14,11,28,26.73,25.07,https://sofifa.com/team/1790/portsmouth/,Britain,FIFA11
FK Austria Wien,256,Bundesliga,68,66,65,62,3300000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,20,9,26,24.09,24.19,https://sofifa.com/team/256/fk-austria-wien/,Austria,FIFA11
Sheffield United,1794,Championship,68,69,64,65,5000000.0,0.0,Fast,Little,Long,Organised,Lots,Normal,Press,Medium,Wide,Cover,11,9,30,25.91,26.33,https://sofifa.com/team/1794/sheffield-united/,Britain,FIFA11
Brøndby IF,269,Superliga,68,62,64,65,2500000.0,0.0,Fast,Little,Mixed,Organised,Normal,Lots,Press,Medium,Normal,Cover,20,9,25,26.45,24.32,https://sofifa.com/team/269/brondby-if/,Denmark,FIFA11
Odense Boldklub,272,Superliga,68,67,63,65,1500000.0,0.0,Balanced,Little,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,17,7,21,27.36,25.9,https://sofifa.com/team/272/odense-boldklub/,Denmark,FIFA11
Akhmat Grozny,110109,Premier League,68,69,61,64,1500000.0,0.0,Balanced,Little,Long,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,6,30,25.09,24.03,https://sofifa.com/team/110109/akhmat-grozny/,Russia,FIFA11
Livorno,1844,Serie B,68,67,65,64,2500000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Narrow,Cover,10,7,27,26.27,24.41,https://sofifa.com/team/1844/livorno/,Italy,FIFA11
Torino,54,Serie B,68,68,66,67,2500000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,12,9,25,25.91,26.44,https://sofifa.com/team/54/torino/,Italy,FIFA11
Wisła Kraków,1873,Ekstraklasa,68,66,63,63,2500000.0,0.0,Fast,Little,Mixed,Organised,Normal,Lots,Press,Medium,Normal,Cover,20,8,28,25.36,24.96,https://sofifa.com/team/1873/wisla-krakow/,Poland,FIFA11
Motherwell FC,83,Premiership,68,63,63,65,2500000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,11,3,25,24.0,22.6,https://sofifa.com/team/83/motherwell-fc/,Scotland,FIFA11
Pumas UNAM,1881,Liga MX,68,63,63,63,950000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Wide,Cover,15,7,35,26.64,23.06,https://sofifa.com/team/1881/pumas-unam/,Mexico,FIFA11
Derby County,91,Championship,68,63,61,66,3000000.0,0.0,Balanced,Little,Mixed,Organised,Lots,Normal,Press,Medium,Normal,Cover,12,9,29,25.73,23.48,https://sofifa.com/team/91/derby-county/,Britain,FIFA11
Sassuolo,111974,Serie B,68,65,61,62,2000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Contain,Medium,Narrow,Cover,6,4,23,26.55,27.39,https://sofifa.com/team/111974/sassuolo/,Italy,FIFA11
Roda JC Kerkrade,1902,Eredivisie,68,63,66,65,450000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Offside trap,12,5,28,26.45,24.18,https://sofifa.com/team/1902/roda-jc-kerkrade/,Netherlands,FIFA11
NAC Breda,1904,Eredivisie,68,66,65,64,500000.0,0.0,Slow,Little,Mixed,Free form,Normal,Normal,Press,Medium,Normal,Cover,14,6,29,27.55,24.93,https://sofifa.com/team/1904/nac-breda/,Netherlands,FIFA11
Vitesse,1909,Eredivisie,68,69,66,68,40000000.0,0.0,Slow,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,14,8,23,22.55,21.91,https://sofifa.com/team/1909/vitesse/,Netherlands,FIFA11
Stade Brestois 29,378,Ligue 1,68,68,67,64,2400000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,6,3,26,27.36,25.27,https://sofifa.com/team/378/stade-brestois-29/,France,FIFA11
MKE Ankaragücü,101007,Süper Lig,68,69,63,70,2800000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,10,6,27,27.0,26.0,https://sofifa.com/team/101007/mke-ankaragucu/,Turkey,FIFA11
Saturn Ramenskoye,110225,Premier League,68,66,57,65,500000.0,0.0,Slow,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,8,3,20,28.55,25.7,https://sofifa.com/team/110225/saturn-ramenskoye/,Russia,FIFA11
Alaniya Vladikavkaz,110230,Premier League,68,64,64,61,3000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,9,5,30,24.45,22.97,https://sofifa.com/team/110230/alaniya-vladikavkaz/,Russia,FIFA11
FC Rostov,110231,Premier League,68,65,64,60,4000000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,11,7,29,28.09,24.48,https://sofifa.com/team/110231/fc-rostov/,Russia,FIFA11
Vitória FC,665,Primeira Liga,68,65,66,64,350000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,13,5,30,28.45,25.63,https://sofifa.com/team/665/vitoria-fc/,Portugal,FIFA11
FC Tom Tomsk,110233,Premier League,68,63,63,63,1500000.0,0.0,Balanced,Little,Mixed,Organised,Normal,Normal,Press,Medium,Normal,Cover,11,6,30,27.45,24.37,https://sofifa.com/team/110233/fc-tom-tomsk/,Russia,FIFA11
