Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Joined,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Tactical Awareness,Positioning,Vision,Penalties,Composure,Total defending,Marking,Tackling,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Real face,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning,Traits,Traits.1,PlayStyles,PlayStyles +,Number of traits,Acceleration Type,Unnamed: 78,href,country
,M. Viduka ST,30,82,85,Middlesbrough 2007,8772,"187cm / 6'2""",90kg / 198lbs,Right,82,ST,,€0,€0,€0,279,60,87,82,50,0,294,72,0,74,69,79,233,78,73,0,82,0,331,88,0,73,91,79,158,84,0,0,0,0,74,54,23,31,0,34,12,8,0,9,5,1383,412,2,1,,,3,PLAYER_BODY_TYPE_,Yes,75,85,60,76,32,84,Ambition Leadership Low training work rate,,,,3,,,https://sofifa.com/player/8772/mark-viduka/070002/,Australia
,F. Liverani CM,30,82,86,Fiorentina 2008,45124,"175cm / 5'9""",73kg / 161lbs,Left,83,CF,,€0,€0,€0,328,88,70,76,94,0,320,81,0,66,86,87,188,58,59,0,71,0,278,79,0,68,63,68,113,47,0,0,0,0,66,135,67,68,0,40,7,14,0,12,7,1402,429,3,1,,,3,PLAYER_BODY_TYPE_,Yes,59,71,88,82,68,61,Leadership High training work rate,,,,2,,,https://sofifa.com/player/45124/fabio-liverani/070002/,Italy
,S. Parker CM,25,82,84,Newcastle United 2010,8517,"175cm / 5'9""",70kg / 154lbs,Right,83,CM,,€0,€0,€0,301,67,71,77,86,0,309,70,0,81,75,83,238,77,76,0,85,0,308,71,0,87,78,72,171,90,0,0,0,0,81,164,79,85,0,35,9,8,0,9,9,1526,467,3,1,,,3,PLAYER_BODY_TYPE_,Yes,76,72,78,77,81,83,Leadership High training work rate,,,,2,,,https://sofifa.com/player/8517/scott-parker/070002/,England
,A. Shovkovski GK,31,82,81,Ukraine Free,143430,"191cm / 6'3""",86kg / 190lbs,Right,82,GK,,€0,€0,€0,92,17,21,24,30,0,205,30,0,75,69,31,168,58,62,0,48,0,197,31,0,73,72,21,150,75,0,0,0,0,75,44,21,23,0,329,82,80,0,82,85,1185,458,3,1,,,2,PLAYER_BODY_TYPE_,Yes,82,80,69,85,60,82,Leadership Media darling,,,,2,,,https://sofifa.com/player/143430/alexander-shovkovski/070002/,Ukraine
,M. Friedrich CB,26,82,85,1. FSV Mainz 05 2008,51021,"189cm / 6'2""",78kg / 172lbs,Right,82,CB,,€0,€0,€0,225,43,31,85,66,0,218,41,0,69,43,65,220,75,78,0,67,0,241,57,0,77,76,31,151,82,0,0,0,0,69,172,86,86,0,34,9,8,0,9,8,1261,387,3,1,,,3,PLAYER_BODY_TYPE_,Yes,77,38,55,53,86,78,Leadership High training work rate,,,,2,,,https://sofifa.com/player/51021/manuel-friedrich/070002/,Germany
,Victor RW,30,82,83,Panathinaikos FC 2007,110158,"183cm / 6'0""",77kg / 170lbs,Right,82,CF,,€0,€0,€0,321,83,86,70,82,0,317,83,0,80,75,79,229,81,79,0,69,0,303,77,0,77,69,80,147,67,0,0,0,0,80,118,56,62,0,42,14,10,0,9,9,1477,453,3,1,,,3,PLAYER_BODY_TYPE_,Yes,80,82,80,80,60,71,Ambition Leadership,,,,2,,,https://sofifa.com/player/110158/victor/070002/,Spain
,P. Maldini CB,38,82,88,AC Milan 2007,1109,"187cm / 6'2""",85kg / 187lbs,Left,82,CB,,€0,€0,€0,255,60,32,87,76,0,300,52,0,94,73,81,206,68,69,0,69,0,215,40,0,67,88,20,174,80,0,0,0,0,94,162,76,86,0,38,5,12,0,14,7,1350,402,4,1,,,4,PLAYER_BODY_TYPE_,Yes,69,34,73,65,81,80,Leadership Crowd favourite Media darling,,,,3,,,https://sofifa.com/player/1109/paolo-maldini/070002/,Italy
,Helton GK,28,82,87,FC Porto 2010,139094,"186cm / 6'1""",74kg / 163lbs,Right,82,GK,,€0,€0,€0,54,9,10,12,23,0,195,9,0,88,76,22,204,58,59,0,87,0,156,31,0,44,70,11,156,68,0,0,0,0,88,20,12,8,0,330,82,78,0,82,88,1115,465,4,1,,,3,PLAYER_BODY_TYPE_,Yes,82,78,76,88,59,82,Leadership,,,,1,,,https://sofifa.com/player/139094/helton/070002/,Brazil
,K. Källström CAM,23,82,90,Olympique Lyonnais 2010,31831,"182cm / 6'0""",83kg / 183lbs,Left,83,CAM,,€0,€0,€0,315,77,77,74,87,0,319,78,0,75,82,84,234,80,76,0,78,0,332,82,0,84,84,82,155,80,0,0,0,0,75,141,67,74,0,28,10,5,0,7,6,1524,473,4,1,,,2,PLAYER_BODY_TYPE_,Yes,78,79,82,80,71,83,Leadership Low club identification,,,,2,,,https://sofifa.com/player/31831/kim-kallstrom/070002/,Sweden
,B. Schweinsteiger LM,21,82,89,FC Bayern München 2009,121944,"180cm / 5'11""",76kg / 168lbs,Right,82,CF,,€0,€0,€0,298,83,77,53,85,0,315,85,0,71,81,78,224,68,75,0,81,0,316,82,0,78,68,88,140,69,0,0,0,0,71,55,31,24,0,38,11,8,0,12,7,1386,417,4,1,,,3,PLAYER_BODY_TYPE_,Yes,72,80,82,82,30,71,Leadership Media darling,,,,2,,,https://sofifa.com/player/121944/bastian-schweinsteiger/070002/,Germany
,C. Chivu LB,25,82,82,Roma 2008,6747,"183cm / 6'0""",78kg / 172lbs,Left,84,LB,,€0,€0,€0,243,77,20,80,66,0,288,54,0,80,73,81,248,81,83,0,84,0,324,79,0,85,82,78,160,80,0,0,0,0,80,170,85,85,0,38,7,14,0,9,8,1471,439,4,1,,,2,PLAYER_BODY_TYPE_,Yes,82,49,72,68,85,83,Leadership,,,,1,,,https://sofifa.com/player/6747/cristian-chivu/070002/,Romania
,F. Bazzani ST,29,82,83,Sampdoria 2008,45916,"186cm / 6'1""",80kg / 176lbs,Right,82,ST,,€0,€0,€0,318,63,90,92,73,0,252,73,0,43,52,84,201,65,66,0,70,0,321,77,0,93,79,72,121,78,0,0,0,0,43,83,39,44,0,41,11,10,0,9,11,1337,414,3,1,,,3,PLAYER_BODY_TYPE_,Yes,66,81,62,76,46,83,Leadership,,,,1,,,https://sofifa.com/player/45916/fabio-bazzani/070002/,Italy
,W. Sneijder LM,22,82,89,Ajax 2009,139869,"170cm / 5'7""",67kg / 148lbs,Left,84,LM,,€0,€0,€0,318,76,83,68,91,0,328,87,0,72,88,81,202,74,74,0,54,0,297,82,0,74,65,76,137,65,0,0,0,0,72,150,80,70,0,27,8,3,0,5,11,1459,463,4,1,,,3,PLAYER_BODY_TYPE_,Yes,74,81,85,80,75,68,Leadership,,,,1,,,https://sofifa.com/player/139869/wesley-sneijder/070002/,Netherlands
,J. Vennegoor of H. ST,27,82,83,Celtic 2008,27488,"191cm / 6'3""",92kg / 203lbs,Right,82,ST,,€0,€0,€0,280,46,84,90,60,0,301,69,0,92,62,78,216,71,76,0,69,0,341,86,0,86,89,80,159,67,0,0,0,0,92,78,32,46,0,42,8,15,0,12,7,1417,417,4,1,,,3,PLAYER_BODY_TYPE_,Yes,74,84,60,72,43,84,Inflexible Leadership,,,,2,,,https://sofifa.com/player/27488/jan-vennegoor-of-h/070002/,Netherlands
,T. Ujfalusi CB,28,82,86,Fiorentina 2008,44902,"185cm / 6'1""",76kg / 168lbs,Right,82,CB,,€0,€0,€0,273,73,34,91,75,0,279,67,0,60,72,80,212,60,79,0,73,0,278,74,0,58,79,67,126,66,0,0,0,0,60,168,84,84,0,37,7,12,0,12,6,1373,421,3,1,,,3,PLAYER_BODY_TYPE_,Yes,70,52,72,72,85,70,Leadership Low club identification,,,,2,,,https://sofifa.com/player/44902/tomas-ujfalusi/070002/,Czechia
,Jesús Navas RW,20,82,90,Sevilla FC 2008,146536,"170cm / 5'7""",60kg / 132lbs,Right,82,CF,,€0,€0,€0,290,81,72,55,82,0,288,81,0,59,69,79,253,87,90,0,76,0,292,66,0,81,61,84,118,59,0,0,0,0,59,67,37,30,0,46,10,8,0,15,13,1354,421,3,1,,,3,PLAYER_BODY_TYPE_,Yes,89,73,76,80,36,67,Leadership,,,,1,,,https://sofifa.com/player/146536/jesus-navas/070002/,Spain
,B. Kalou CAM,28,82,85,Paris Saint-Germain 2009,2153,"182cm / 6'0""",77kg / 170lbs,Right,82,CAM,,€0,€0,€0,305,73,80,66,86,0,298,88,0,61,61,88,243,82,83,0,78,0,281,77,0,73,58,73,116,55,0,0,0,0,61,74,37,37,0,36,12,7,0,12,5,1353,423,4,1,,,2,PLAYER_BODY_TYPE_,Yes,83,77,74,87,40,62,Leadership,,,,1,,,https://sofifa.com/player/2153/bonaventure-kalou/070002/,Côte d'Ivoire
,Lee Dong Gook CF,27,82,82,Middlesbrough 2009,136553,"185cm / 6'1""",80kg / 176lbs,Right,82,CF,,€0,€0,€0,320,76,80,84,80,0,291,69,0,88,46,88,245,87,80,0,78,0,275,87,0,73,47,68,91,3,0,0,0,0,88,11,6,5,0,35,9,5,0,8,13,1268,369,4,1,,,1,PLAYER_BODY_TYPE_,Yes,83,79,71,77,13,46,Leadership,,,,1,,,https://sofifa.com/player/136553/lee-dong-gook/070002/,Korea Republic
,Alberto RM,31,82,81,Siena 2007,104043,"181cm / 5'11""",76kg / 168lbs,Right,82,CF,,€0,€0,€0,254,90,50,40,74,0,318,81,0,72,75,90,194,56,70,0,68,0,250,45,0,72,82,51,152,80,0,0,0,0,72,143,67,76,0,43,11,11,0,14,7,1354,421,3,1,,,3,PLAYER_BODY_TYPE_,Yes,64,50,78,82,68,79,Leadership,,,,1,,,https://sofifa.com/player/104043/alberto/070002/,Brazil
,M. Mahdavikia RWB,28,82,83,Hamburger SV 2007,28271,"172cm / 5'8""",71kg / 157lbs,Right,85,CF,,€0,€0,€0,267,89,40,52,86,0,321,86,0,74,74,87,229,76,77,0,76,0,259,63,0,69,69,58,147,73,0,0,0,0,74,158,79,79,0,38,6,12,0,8,12,1419,442,4,1,,,2,PLAYER_BODY_TYPE_,Yes,77,51,83,85,76,70,Leadership Flexibility,,,,2,,,https://sofifa.com/player/28271/mehdi-mahdavikia/070002/,Iran
,S. Nakamura CAM,28,82,82,Celtic 2009,29552,"178cm / 5'10""",73kg / 161lbs,Left,84,CF,,€0,€0,€0,286,84,69,44,89,0,333,89,0,71,84,89,188,65,65,0,58,0,284,77,0,73,58,76,143,72,0,0,0,0,71,48,19,29,0,40,13,7,0,11,9,1322,397,3,1,,,3,PLAYER_BODY_TYPE_,Yes,65,72,85,84,26,65,Ambition Leadership High training work rate Crowd favourite,,,,4,,,https://sofifa.com/player/29552/shunsuke-nakamura/070002/,Japan
,J. Simunic CB,28,82,83,Hertha BSC 2011,10866,"195cm / 6'5""",89kg / 196lbs,Left,82,CB,,€0,€0,€0,205,43,16,83,63,0,245,25,0,89,69,62,213,61,75,0,77,0,269,63,0,81,78,47,164,75,0,0,0,0,89,172,88,84,0,47,9,13,0,12,13,1315,378,4,1,,,2,PLAYER_BODY_TYPE_,Yes,69,37,62,46,86,78,Leadership,,,,1,,,https://sofifa.com/player/10866/josip-simunic/070002/,Croatia
,A. Boruc GK,26,82,83,Celtic 2009,105846,"193cm / 6'4""",88kg / 194lbs,Right,82,GK,,€0,€0,€0,79,12,20,29,18,0,184,18,0,75,73,18,123,36,48,0,39,0,187,34,0,70,68,15,113,38,0,0,0,0,75,43,22,21,0,331,86,83,0,79,83,1060,447,3,1,,,3,PLAYER_BODY_TYPE_,Yes,86,83,73,83,43,79,Ambition Leadership,,,,2,,,https://sofifa.com/player/105846/artur-boruc/070002/,Poland
,P. Nielsen CB,32,82,83,Brøndby IF 2007,6264,"191cm / 6'3""",87kg / 192lbs,Right,82,CB,,€0,€0,€0,210,30,49,86,45,0,237,29,0,89,57,62,144,35,39,0,70,0,250,47,0,75,82,46,174,85,0,0,0,0,89,170,90,80,0,38,15,9,0,7,7,1223,350,3,1,,,3,PLAYER_BODY_TYPE_,Yes,37,50,49,47,86,81,Leadership High club identification,,,,2,,,https://sofifa.com/player/6264/per-nielsen/070002/,Denmark
,F. Flachi ST,31,82,82,Sampdoria 2008,102009,"175cm / 5'9""",68kg / 150lbs,Right,82,ST,,€0,€0,€0,284,69,79,53,83,0,281,84,0,56,58,83,226,72,83,0,71,0,311,86,0,72,69,84,144,88,0,0,0,0,56,90,44,46,0,31,12,8,0,6,5,1367,432,3,1,,,3,PLAYER_BODY_TYPE_,Yes,78,81,71,82,46,74,Leadership,,,,1,,,https://sofifa.com/player/102009/francesco-flachi/070002/,Italy
,Nihat CF,26,82,81,Villarreal CF 2010,110971,"175cm / 5'9""",71kg / 157lbs,Right,82,CF,,€0,€0,€0,313,77,85,78,73,0,288,76,0,72,62,78,256,88,86,0,82,0,313,81,0,78,77,77,133,61,0,0,0,0,72,88,45,43,0,33,12,10,0,5,6,1424,440,3,1,,,2,PLAYER_BODY_TYPE_,Yes,87,82,71,78,48,74,Ambition Leadership,,,,2,,,https://sofifa.com/player/110971/nihat/070002/,Türkiye
,D. Ashton CF,22,82,84,West Ham United 2010,636,"185cm / 6'1""",78kg / 172lbs,Right,82,CF,,€0,€0,€0,254,27,85,77,65,0,243,67,0,65,33,78,240,81,83,0,76,0,331,85,0,84,86,76,137,72,0,0,0,0,65,57,32,25,0,45,13,9,0,11,12,1307,401,4,1,,,3,PLAYER_BODY_TYPE_,Yes,82,82,48,72,34,83,Adaptability Leadership,,,,2,,,https://sofifa.com/player/636/dean-ashton/070002/,England
,J. Lastuvka GK,23,82,82,Fulham FC 2009,162685,"191cm / 6'3""",87kg / 192lbs,Right,82,GK,,€0,€0,€0,55,15,12,6,22,0,171,10,0,66,61,34,201,72,66,0,63,0,192,51,0,56,78,7,133,67,0,0,0,0,66,30,15,15,0,326,84,79,0,79,84,1108,456,3,1,,,2,PLAYER_BODY_TYPE_,Yes,84,79,61,84,69,79,Leadership,,,,1,,,https://sofifa.com/player/162685/jan-lastuvka/070002/,Czechia
,Y. Aiyegbeni ST,23,82,87,Middlesbrough 2010,109693,"183cm / 6'0""",83kg / 183lbs,Right,82,ST,,€0,€0,€0,270,39,85,73,73,0,278,73,0,70,60,75,253,91,90,0,72,0,315,84,0,74,84,73,141,71,0,0,0,0,70,68,28,40,0,36,11,11,0,8,6,1361,421,4,1,,,2,PLAYER_BODY_TYPE_,Yes,90,81,61,74,37,78,Ambition Leadership Crowd favourite,,,,3,,,https://sofifa.com/player/109693/yakubu-aiyegbeni/070002/,Nigeria
,J. Toulalan CDM,22,82,92,Olympique Lyonnais 2010,112253,"184cm / 6'0""",83kg / 183lbs,Right,83,CDM,,€0,€0,€0,233,56,27,59,91,0,302,77,0,73,68,84,226,71,73,0,82,0,278,63,0,92,74,49,159,86,0,0,0,0,73,158,78,80,0,42,6,12,0,13,11,1398,428,3,1,,,3,PLAYER_BODY_TYPE_,Yes,72,42,75,80,77,82,Ambition Leadership,,,,2,,,https://sofifa.com/player/112253/jeremy-toulalan/070002/,France
,C. Makélelé CDM,33,82,88,Chelsea 2008,1668,"170cm / 5'7""",70kg / 154lbs,Right,85,CDM,,€0,€0,€0,183,23,20,52,88,0,304,56,0,92,70,86,217,74,72,0,71,0,231,42,0,91,86,12,182,90,0,0,0,0,92,178,88,90,0,41,8,7,0,14,12,1336,409,3,1,,,4,PLAYER_BODY_TYPE_,Yes,73,26,68,69,85,88,Leadership,,,,1,,,https://sofifa.com/player/1668/claude-makelele/070002/,France
,A. César LW,31,82,85,Livorno 2009,50061,"180cm / 5'11""",75kg / 165lbs,Left,82,CF,,€0,€0,€0,310,88,72,71,79,0,298,82,0,63,71,82,241,87,78,0,76,0,265,77,0,68,67,53,139,76,0,0,0,0,63,67,21,46,0,23,4,8,0,6,5,1343,414,3,1,,,3,PLAYER_BODY_TYPE_,Yes,82,68,78,81,36,69,Leadership,,,,1,,,https://sofifa.com/player/50061/aparecido-r-cesar/070002/,Brazil
,B. Pedretti CDM,25,82,86,AJ Auxerre 2007,41874,"177cm / 5'10""",69kg / 152lbs,Right,83,CDM,,€0,€0,€0,286,75,51,75,85,0,339,82,0,88,84,85,216,73,74,0,69,0,305,71,0,85,67,82,162,74,0,0,0,0,88,156,74,82,0,33,3,5,0,12,13,1497,454,3,1,,,3,PLAYER_BODY_TYPE_,Yes,74,65,83,81,77,74,Leadership,,,,1,,,https://sofifa.com/player/41874/benoit-pedretti/070002/,France
,V. Sicignano GK,31,82,84,AC ChievoVerona 2009,138908,"183cm / 6'0""",74kg / 163lbs,Right,82,GK,,€0,€0,€0,75,8,7,12,48,0,196,9,0,64,77,46,180,58,46,0,76,0,206,34,0,82,81,9,94,30,0,0,0,0,64,19,11,8,0,325,76,78,0,86,85,1095,453,3,1,,,3,PLAYER_BODY_TYPE_,Yes,76,78,77,85,51,86,Leadership,,,,1,,,https://sofifa.com/player/138908/vincenzo-sicignano/070002/,Italy
,S. Squillaci CB,25,82,88,Olympique Lyonnais 2010,51105,"183cm / 6'0""",79kg / 174lbs,Right,82,CB,,€0,€0,€0,216,25,33,82,76,0,262,51,0,75,64,72,212,74,75,0,63,0,247,71,0,76,79,21,148,73,0,0,0,0,75,169,85,84,0,38,9,7,0,12,10,1292,396,3,1,,,3,PLAYER_BODY_TYPE_,Yes,75,40,60,60,84,77,Inflexible Leadership High club identification,,,,3,,,https://sofifa.com/player/51105/sebastien-squillaci/070002/,France
,Couto CB,36,82,84,Parma 2007,1186,"184cm / 6'0""",84kg / 185lbs,Right,82,CB,,€0,€0,€0,262,66,36,90,70,0,254,59,0,51,69,75,166,60,59,0,47,0,269,70,0,60,70,69,121,70,0,0,0,0,51,174,88,86,0,33,8,9,0,9,7,1279,395,3,1,,,3,PLAYER_BODY_TYPE_,Yes,59,52,67,63,87,67,Leadership,,,,1,,,https://sofifa.com/player/1186/couto/070002/,Portugal
,J. Grønkjær LW,28,82,83,FC København 2007,933,"187cm / 6'2""",81kg / 179lbs,Right,82,CF,,€0,€0,€0,290,80,69,56,85,0,315,83,0,79,76,77,266,85,89,0,92,0,302,76,0,79,71,76,160,81,0,0,0,0,79,56,28,28,0,32,8,7,0,9,8,1421,429,4,1,,,3,PLAYER_BODY_TYPE_,Yes,87,73,81,82,31,75,Adaptability Leadership,,,,2,,,https://sofifa.com/player/933/jesper-gronkjaer/070002/,Denmark
,L. Perea CB,27,82,84,Atlético Madrid 2009,155813,"180cm / 5'11""",76kg / 168lbs,Right,82,CB,,€0,€0,€0,240,56,31,84,69,0,250,46,0,79,58,67,239,80,76,0,83,0,283,52,0,82,85,64,162,83,0,0,0,0,79,167,81,86,0,30,7,10,0,6,7,1371,414,3,1,,,2,PLAYER_BODY_TYPE_,Yes,78,46,64,59,83,84,Ambition Leadership High training work rate,,,,3,,,https://sofifa.com/player/155813/luis-amaranto-perea/070002/,Colombia
,D. Bent ST,22,82,84,Charlton Athletic 2009,50598,"180cm / 5'11""",73kg / 161lbs,Right,82,ST,,€0,€0,€0,302,69,87,76,70,0,267,64,0,76,52,75,255,86,88,0,81,0,288,84,0,79,73,52,136,60,0,0,0,0,76,72,31,41,0,37,14,7,0,5,11,1357,412,3,1,,,3,PLAYER_BODY_TYPE_,Yes,87,77,66,70,40,72,Inflexible Adaptability Leadership Crowd favourite,,,,4,,,https://sofifa.com/player/50598/darren-bent/070002/,England
,Sérgio Conceição RW,31,82,83,Standard de Liège 2008,7854,"177cm / 5'10""",78kg / 172lbs,Right,82,CF,,€0,€0,€0,302,85,73,65,79,0,324,84,0,74,83,83,234,79,75,0,80,0,301,75,0,74,70,82,169,95,0,0,0,0,74,128,65,63,0,55,12,16,0,13,14,1513,457,4,1,,,3,PLAYER_BODY_TYPE_,Yes,77,76,81,83,64,76,Leadership Crowd favourite,,,,2,,,https://sofifa.com/player/7854/sergio-conceicao/070002/,Portugal
,G. Karadeniz RM,26,82,80,Trabzonspor 2009,143283,"167cm / 5'6""",64kg / 141lbs,Right,82,RM,,€0,€0,€0,260,79,62,41,78,0,325,86,0,82,76,81,228,73,83,0,72,0,294,71,0,81,74,68,154,72,0,0,0,0,82,102,46,56,0,29,9,12,0,7,1,1392,431,4,1,,,2,PLAYER_BODY_TYPE_,Yes,79,66,78,82,50,76,Leadership,,,,1,,,https://sofifa.com/player/143283/gokdeniz-karadeniz/070002/,Türkiye
,M. Silvestre CB,28,82,83,Manchester United 2009,5818,"184cm / 6'0""",82kg / 181lbs,Left,82,CB,,€0,€0,€0,260,70,35,86,69,0,293,67,0,80,71,75,222,69,76,0,77,0,290,67,0,84,78,61,163,83,0,0,0,0,80,164,81,83,0,27,5,10,0,6,6,1419,428,3,1,,,4,PLAYER_BODY_TYPE_,Yes,73,50,71,71,82,81,Leadership,,,,1,,,https://sofifa.com/player/5818/mikael-silvestre/070002/,France
,S. Barone CM,28,82,82,Torino 2008,27578,"178cm / 5'10""",70kg / 154lbs,Right,82,CM,,€0,€0,€0,293,76,59,71,87,0,314,78,0,79,76,81,237,84,75,0,78,0,329,78,0,86,84,81,166,87,0,0,0,0,79,149,77,72,0,45,13,13,0,12,7,1533,467,3,1,,,3,PLAYER_BODY_TYPE_,Yes,79,69,81,79,74,85,Leadership Flexibility,,,,2,,,https://sofifa.com/player/27578/simone-barone/070002/,Italy
,O. Neuville CF,33,82,84,Borussia Mönchengladbach 2008,10684,"171cm / 5'7""",64kg / 141lbs,Right,83,CF,,€0,€0,€0,301,86,79,62,74,0,293,81,0,73,54,85,250,81,90,0,79,0,278,78,0,79,47,74,111,38,0,0,0,0,73,55,25,30,0,37,12,7,0,5,13,1325,403,4,1,,,3,PLAYER_BODY_TYPE_,Yes,86,77,72,82,31,55,Leadership,,,,1,,,https://sofifa.com/player/10684/oliver-neuville/070002/,Germany
,M. Petric CF,25,82,83,FC Basel 1893 2008,45504,"183cm / 6'0""",79kg / 174lbs,Left,82,CF,,€0,€0,€0,290,60,86,72,72,0,306,80,0,81,69,76,231,76,77,0,78,0,313,85,0,75,73,80,152,71,0,0,0,0,81,45,16,29,0,47,14,15,0,12,6,1384,408,4,1,,,3,PLAYER_BODY_TYPE_,Yes,77,84,69,78,27,73,Leadership,,,,1,,,https://sofifa.com/player/45504/mladen-petric/070002/,Croatia
,Rivas CB,27,82,83,Real Betis Balompié 2010,134594,"190cm / 6'3""",85kg / 187lbs,Left,82,CB,,€0,€0,€0,222,41,52,87,42,0,222,41,0,51,64,66,217,63,80,0,74,0,282,59,0,75,82,66,134,83,0,0,0,0,51,167,85,82,0,28,6,8,0,7,7,1272,396,3,1,,,3,PLAYER_BODY_TYPE_,Yes,72,57,48,55,84,80,Leadership,,,,1,,,https://sofifa.com/player/134594/rivas/070002/,Spain
,Kim Nam Il CDM,29,82,83,Suwon Samsung Bluewings 2007,33730,"180cm / 5'11""",76kg / 168lbs,Right,83,CDM,,€0,€0,€0,264,47,49,80,88,0,274,62,0,80,56,76,212,71,84,0,57,0,281,58,0,88,78,57,158,78,0,0,0,0,80,168,80,88,0,45,6,12,0,15,12,1402,431,4,1,,,1,PLAYER_BODY_TYPE_,Yes,78,54,69,66,83,81,Injury prone Leadership Media darling,,,,3,,,https://sofifa.com/player/33730/kim-nam-il/070002/,Korea Republic
,M. Pagis CF,32,82,88,Olympique de Marseille 2008,5060,"181cm / 5'11""",82kg / 181lbs,Right,82,CF,,€0,€0,€0,324,72,91,84,77,0,253,73,0,71,26,83,191,66,62,0,63,0,310,85,0,70,81,74,142,71,0,0,0,0,71,53,20,33,0,39,6,13,0,10,10,1312,394,5,1,,,3,PLAYER_BODY_TYPE_,Yes,64,85,62,75,32,76,Adaptability Leadership High training work rate,,,,3,,,https://sofifa.com/player/5060/mickael-pagis/070002/,France
,Costinha CM,31,82,89,Atlético Madrid 2008,20169,"181cm / 5'11""",74kg / 163lbs,Right,83,CM,,€0,€0,€0,324,77,73,90,84,0,310,79,0,69,80,82,237,81,80,0,76,0,303,78,0,87,75,63,142,73,0,0,0,0,69,153,71,82,0,51,11,15,0,13,12,1520,466,3,1,,,3,PLAYER_BODY_TYPE_,Yes,80,71,80,80,77,78,Leadership,,,,1,,,https://sofifa.com/player/20169/costinha/070002/,Portugal
,E. Chevantón ST,25,82,83,Sevilla FC 2011,49614,"172cm / 5'8""",66kg / 146lbs,Right,82,ST,,€0,€0,€0,289,57,87,73,72,0,254,75,0,74,28,77,243,82,83,0,78,0,305,82,0,74,72,77,131,57,0,0,0,0,74,52,24,28,0,40,13,11,0,7,9,1314,400,4,1,,,2,PLAYER_BODY_TYPE_,Yes,83,83,57,76,31,70,Leadership,,,,1,,,https://sofifa.com/player/49614/ernesto-javier-chevanton/070002/,Uruguay
,A. D'Alessandro CAM,25,82,88,Real Zaragoza 2007,138703,"174cm / 5'9""",68kg / 150lbs,Left,86,CF,,€0,€0,€0,278,87,75,35,81,0,327,90,0,79,69,89,252,88,85,0,79,0,270,60,0,79,50,81,155,76,0,0,0,0,79,46,18,28,0,43,13,14,0,9,7,1371,415,3,1,,,2,PLAYER_BODY_TYPE_,Yes,86,74,79,88,24,64,Leadership,,,,1,,,https://sofifa.com/player/138703/andres-dalessandro/070002/,Argentina
,A. Di Natale ST,28,82,83,Udinese 2007,120274,"170cm / 5'7""",65kg / 143lbs,Right,82,ST,,€0,€0,€0,264,47,80,60,77,0,253,70,0,50,55,78,231,74,86,0,71,0,324,87,0,83,64,90,139,89,0,0,0,0,50,73,33,40,0,49,12,13,0,10,14,1333,411,3,1,,,3,PLAYER_BODY_TYPE_,Yes,81,82,61,73,39,75,Leadership,,,,1,,,https://sofifa.com/player/120274/antonio-di-natale/070002/,Italy
,E. Diouf CF,25,82,83,Bolton Wanderers 2009,12253,"182cm / 6'0""",75kg / 165lbs,Right,82,CF,,€0,€0,€0,300,71,82,70,77,0,292,82,0,54,80,76,250,90,83,0,77,0,307,81,0,87,68,71,142,88,0,0,0,0,54,97,51,46,0,46,11,9,0,13,13,1434,446,4,1,,,3,PLAYER_BODY_TYPE_,Yes,86,78,74,79,51,78,Leadership Scandal prone,,,,2,,,https://sofifa.com/player/12253/el-hadji-diouf/070002/,Senegal
,D. Verón CB,26,82,83,Pumas UNAM 2008,140256,"181cm / 5'11""",80kg / 176lbs,Left,82,CB,,€0,€0,€0,241,37,62,76,66,0,254,55,0,75,56,68,178,57,53,0,68,0,257,59,0,81,78,39,134,59,0,0,0,0,75,173,87,86,0,37,14,9,0,4,10,1274,391,3,1,,,2,PLAYER_BODY_TYPE_,Yes,55,56,57,62,86,75,Leadership Crowd favourite,,,,2,,,https://sofifa.com/player/140256/dario-anastacio-veron/070002/,Paraguay
,E. Chiesa ST,35,82,83,Siena 2007,1249,"176cm / 5'9""",70kg / 154lbs,Left,82,ST,,€0,€0,€0,289,71,84,63,71,0,281,76,0,72,48,85,222,78,68,0,76,0,310,86,0,74,71,79,136,64,0,0,0,0,72,110,54,56,0,39,8,11,0,6,14,1387,427,4,1,,,3,PLAYER_BODY_TYPE_,Yes,73,83,65,79,56,71,Leadership,,,,1,,,https://sofifa.com/player/1249/enrico-chiesa/070002/,Italy
